ROL3,Language,Status,NbrPGICs,NbrCountries,JPScale,LeastReached,JPPopulation,BibleStatus,TranslationNeedQuestionable,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical
sco,Scots,L,1,1,4,N,111000,3,N,,1901-1984,1997,N,N,885,1,Christianity,60,8
gla,Scottish Gaelic,L,2,2,4,N,64200,4,Y,1801-1992,1767-1875,1684-2011,Y,Y,,1,Christianity,60.03,8
gul,Sea Island Creole English,L,1,1,5,N,285000,3,N,,2005,1994-2003,N,Y,585,1,Christianity,95,12
kdg,Seba,L,1,1,4,N,262000,1,N,,,,N,N,,1,Christianity,100,10
sgw,Sebat Bet Gurage,L,1,1,4,N,434000,3,N,,1983,1979-2000,Y,Y,,1,Christianity,64,8.3
sbx,Seberuang,L,1,1,3,N,42100,0,Y,,,,N,Y,,4,Ethnic Religions,10,1
sib,Sebop,L,1,1,3,N,4480,0,Y,,,,N,N,,6,Islam,10,2
snb,Sebuyau,L,1,1,3,N,23300,1,N,,,,N,N,,4,Ethnic Religions,6,0.4
sec,Sechelt,N,1,1,4,N,840,0,Y,,,,N,N,,1,Christianity,89,10
sey,Secoya,L,2,2,4,N,790,3,N,,1990-2012,1969,N,N,664,4,Ethnic Religions,23.78,4.57
sed,Sedang,L,2,2,3,N,123000,1,N,,,,N,Y,,4,Ethnic Religions,14.92,1.54
tvw,Sedoa,L,1,1,4,N,1000,2,N,,,2011,Y,N,,1,Christianity,45,4
sos,Seeku,L,2,2,4,N,29400,1,N,,,,N,Y,,4,Ethnic Religions,23.61,9.94
sge,Segai,L,1,1,4,N,3470,0,Y,,,,N,Y,,4,Ethnic Religions,5,3
seg,Segeju,N,2,2,1,Y,21400,0,Y,,,,N,Y,,6,Islam,0.02,0.01
sbg,Seget,L,1,1,2,N,1830,0,Y,,,,N,Y,,1,Christianity,62,2
sfw,Sehwi,L,2,2,5,N,374000,3,N,,2004,1998,N,Y,,1,Christianity,77.02,18.53
ssg,Seimat,L,1,1,5,N,1870,3,N,,2012,Yes,N,N,626,1,Christianity,90,25
hik,Seit-Kaitetu,L,1,1,1,Y,13300,0,Y,,,,N,N,,6,Islam,0,0
lce,Sekak,L,1,1,4,N,550,0,Y,,,,N,N,,6,Islam,4,2.5
sek,Sekani,N,1,1,4,N,870,2,Y,,,1969,N,Y,,1,Christianity,91,10
skp,Sekapan,L,1,1,4,N,1940,0,Y,,,,N,N,,4,Ethnic Religions,40,6
skz,Sekar,L,1,1,4,N,870,0,Y,,,,N,N,,1,Christianity,90,5
ske,Seke,L,1,1,5,N,840,1,N,,,,N,N,,1,Christianity,100,46
skj,Seke,L,4,,1,Y,280,0,Y,,,,N,N,,2,Buddhism,0,
syi,Seki,L,2,2,2,N,19400,1,N,,,,N,N,,1,Christianity,99.25,1.1
skx,Seko Padang,L,1,1,4,N,7660,2,N,,,2000-2005,N,Y,,1,Christianity,85,5
sko,Seko Tengah,L,1,1,4,N,3390,1,N,,,,N,N,,1,Christianity,80,3
lip,Sekpele,L,1,1,5,N,33500,3,N,,2009,2003-2005,N,Y,,1,Christianity,93,22
kgi,Selangor Sign Language,N,,,,N,,0,Y,,,,N,N,,,,,
slu,Selaru,L,1,1,4,N,10100,2,N,,,1997-2010,N,Y,,1,Christianity,90,5
sly,Selayar,L,1,1,1,Y,126000,1,N,,,,N,Y,,6,Islam,5,0.24
snw,Selee,L,1,1,5,N,16200,3,N,,2009,2003-2005,N,Y,,1,Christianity,90,17
spl,Selepet,L,1,1,5,N,14600,3,N,,1986,1975,N,N,1227,1,Christianity,99,30
sel,Selkup,L,1,1,3,N,3670,1,N,,,,N,N,,4,Ethnic Religions,6,0.7
sws,Seluwasan,L,1,1,4,N,3300,1,N,,,,N,N,,1,Christianity,80,4
sea,Semai,L,1,1,4,N,55700,2,N,,,1951-2011,N,Y,,4,Ethnic Religions,6,3.33
sdm,Semandang,L,1,1,5,N,23500,2,N,,,1982,N,Y,,4,Ethnic Religions,30,12
szc,Semaq Beri,L,1,1,1,Y,2270,1,N,,,,N,N,,4,Ethnic Religions,3,0.3
sza,Semelai,L,1,1,1,Y,4500,1,N,,,,N,N,,4,Ethnic Religions,5,0.1
etz,Semimi,L,1,1,4,N,1400,0,Y,,,,N,N,,1,Christianity,65,5
ssm,Semnam,L,1,1,1,Y,930,1,N,,,,N,N,,4,Ethnic Religions,0,0
smy,Semnani,L,1,1,1,Y,66300,1,N,,,,N,Y,,6,Islam,0,0
xse,Sempan,L,1,1,2,N,1560,1,N,,,,N,N,,1,Christianity,64,2
seh,Sena,L,2,2,5,N,2125000,3,N,,1983,1897,Y,Y,1378,1,Christianity,82,14.64
swk,"Sena, Malawi",L,1,1,5,N,393000,4,Y,2005,2000,Yes,Y,Y,,1,Christianity,58,12
syn,Senaya,N,1,1,2,N,460,1,N,,,,N,N,,1,Christianity,65,0.5
see,Seneca,L,1,1,4,N,7780,2,Y,,,1829-2011,N,Y,,1,Christianity,65,4
szg,Sengele,L,1,1,4,N,26700,2,N,,,1915-1930,Y,Y,,1,Christianity,99,10
spk,Sengo,L,1,1,5,N,720,1,N,,,,N,N,,1,Christianity,100,18
ssz,Sengseng,L,1,1,5,N,2420,2,N,,,1992,N,N,,1,Christianity,95,16
sjs,Senhaja Berber,L,1,1,1,Y,51400,0,Y,,,,N,N,,6,Islam,0.1,0.05
sef,"Senoufo, Cebaara",L,3,2,4,N,1434000,4,N,2010,1982-1995,1960,Y,Y,,4,Ethnic Religions,5.96,2.91
dyi,"Senoufo, Djimini",L,1,1,1,Y,157000,3,N,,1993,1989-1998,Y,Y,,6,Islam,2,0.2
myk,"Senoufo, Mamara",L,1,1,1,Y,1261000,3,N,,2006,1967-2007,Y,Y,1140,6,Islam,2,1
sen,"Senoufo, Nanerige",L,1,1,4,N,120000,1,N,,,,N,Y,,4,Ethnic Religions,10,2.8
sev,"Senoufo, Nyarafolo",L,1,1,1,Y,68600,2,N,,,Yes,N,Y,,6,Islam,3,0.3
plr,"Senoufo, Palaka",L,1,1,1,Y,12500,1,N,,,,N,Y,,6,Islam,3,1
seq,"Senoufo, Senara",L,1,1,3,N,90300,1,N,,,,N,N,,4,Ethnic Religions,8,1.55
seb,"Senoufo, Shempire",L,2,2,3,N,170000,1,N,,,,N,N,,4,Ethnic Religions,6,0.4
sep,"Senoufo, Sicite",L,2,2,4,N,60300,2,N,,,1995-1999,N,Y,,4,Ethnic Religions,7.8,2.81
spp,"Senoufo, Supyire",L,2,2,1,Y,547000,3,N,,2008,1979-1998,Y,Y,1145,6,Islam,2,0.51
shz,"Senoufo, Syenara",L,1,1,3,N,184000,1,N,,,,N,N,,4,Ethnic Religions,6,1.84
tgw,"Senoufo, Tagwana",L,1,1,4,N,229000,3,N,,1987,Yes,Y,Y,,6,Islam,30,3
set,Sentani,L,1,1,3,N,40200,3,N,,1997,1982-1992,N,Y,,4,Ethnic Religions,20,2
std,Sentinel,L,1,,1,Y,50,0,Y,,,,N,N,,9,Unknown,0,
spb,Sepa,L,1,1,4,N,3870,1,N,,,,N,N,,6,Islam,10,3
spe,Sepa,L,1,1,5,N,970,0,Y,,,,N,N,,1,Christianity,100,18
sry,Sera,L,1,1,5,N,690,1,N,,,,N,Y,,1,Christianity,100,14
srp,Serbian,L,58,40,2,N,8358000,4,Y,1804-1868,1563-1997,1564-1992,Y,Y,202,1,Christianity,80.46,0.4
swf,Sere,N,1,1,4,N,10000,1,N,,,,N,N,,1,Christianity,80,3
srr,Serer-Sine,L,3,3,3,N,1478000,4,N,2008,1987,1979-1995,Y,Y,,6,Islam,21.6,0.63
sei,Seri,L,1,1,5,N,1010,3,N,,1982,1966-1968,N,Y,,1,Christianity,80,21
sve,Serili,N,1,1,4,N,590,0,Y,,,,N,N,,1,Christianity,90,8
ser,Serrano,N,,,,N,,1,N,,,,N,N,,,,,
seu,Serui-Laut,L,1,1,4,N,1560,1,N,,,,N,Y,,1,Christianity,95,5
crs,Seselwa Creole French,L,4,4,4,N,94900,3,N,,2000,1974-1984,Y,N,1053,1,Christianity,97.85,5.9
stf,Seta,L,1,1,4,N,240,1,N,,,,N,Y,,4,Ethnic Religions,30,7
stm,Setaman,L,1,1,4,N,380,1,N,,,,N,N,,4,Ethnic Religions,45,8
sbi,Seti,L,1,1,4,N,220,1,N,,,,N,N,,4,Ethnic Religions,30,7
sta,Settla,N,,,,N,,1,N,,,,N,N,,,,,
sew,Sewa Bay,L,1,1,5,N,4750,1,N,,,,N,Y,,1,Christianity,95,18
sze,Seze,L,1,1,3,N,5470,1,N,,,,N,N,,4,Ethnic Religions,35,0.4
scw,Sha,L,1,1,4,N,5200,1,N,,,,N,Y,,4,Ethnic Religions,30,3
sdb,Shabak,L,1,1,1,Y,32900,1,N,,,,N,N,,6,Islam,0.07,0
sbf,Shabo,L,1,1,1,Y,860,0,Y,,,,N,N,,4,Ethnic Religions,2,0
srz,Shahmirzadi,L,1,1,1,Y,6320,1,N,,,,N,Y,,6,Islam,0,0
shm,Shahrudi,L,1,1,1,Y,1050,1,N,,,,N,Y,,6,Islam,0,0
sha,Shall-Zwall,L,1,1,4,N,13000,1,N,,,,N,Y,,4,Ethnic Religions,20,4
sqa,Shama-Sambuga,L,1,1,3,N,8350,1,N,,,,N,N,,4,Ethnic Religions,10,0.5
xsh,Shamang,L,1,1,,N,,1,N,,,,N,N,,,,,
ksb,Shambala,L,1,1,5,N,1029000,3,N,,1908,1896-1960,Y,Y,,6,Islam,45,14
shn,Shan,L,5,4,1,Y,4713000,4,N,1892-1995,1882-1995,1871-1995,Y,Y,1290,2,Buddhism,0.88,0.68
swo,Shanenawa,N,,,,N,,0,Y,,,,N,N,,,,,
sho,Shanga,L,1,1,1,Y,23600,0,Y,,,,N,Y,,6,Islam,0,0
mcd,Sharanahua,L,2,2,4,N,960,3,N,,1996-2008,1973-2002,N,Y,522,4,Ethnic Religions,48.83,6.18
ssv,Shark Bay,L,1,1,5,N,620,1,N,,,,N,N,,1,Christianity,75,22
swq,Sharwa,L,1,1,1,Y,8390,1,N,,,,N,N,,6,Islam,1,0.1
sht,Shasta,N,,,,N,,1,N,,,,N,N,,,,,
shj,Shatt,L,1,1,1,Y,30200,1,N,,,,N,Y,,6,Islam,2,0.8
sqh,Shau,N,,,,N,,0,Y,,,,N,N,,,,,
cbt,Shawi,L,1,1,3,N,14000,3,N,,1978-2011,1964-1991,Y,Y,544,4,Ethnic Religions,40,0.4
sjw,Shawnee,L,1,1,4,N,2930,2,Y,,,1842-1929,N,N,,1,Christianity,60,5
shx,She,N,,,,N,,0,Y,,,,N,N,,,,,
shv,Shehri,L,1,1,1,Y,50400,1,N,,,,N,N,,6,Islam,0,0
swv,Shekhawati,L,233,,1,Y,3644000,1,N,,,,Y,Y,,5,Hinduism,0.04,
moy,Shekkacho,L,1,1,5,N,112000,2,N,,,2004,Y,Y,,1,Christianity,90,64
she,Sheko,L,1,1,5,N,54100,1,N,,,,N,Y,,1,Christianity,80,69
sth,Shelta,L,3,3,4,N,37600,1,N,,,,N,N,,1,Christianity,91.04,3.06
shl,Shendu,L,,,,N,,0,Y,,,,N,N,,,,,
scv,Sheni,N,1,1,3,N,1660,0,Y,,,,N,N,,4,Ethnic Religions,8,0.4
bun,Sherbro,L,1,1,4,N,220000,0,Y,,,,Y,Y,,4,Ethnic Religions,8,2.2
sdp,Sherdukpen,L,1,,2,N,4150,1,N,,,,N,Y,,2,Buddhism,6.07,
xsr,Sherpa,L,27,,2,N,155000,3,N,,2014,1975-2008,Y,Y,1337,2,Buddhism,3.14,
shr,Shi,L,1,1,5,N,1358000,4,Y,1997,1961-1977,1953-1958,Y,Y,,1,Christianity,97,23
gua,Shiki,N,1,1,3,N,1730,0,Y,,,,N,Y,,6,Islam,10,1
shk,Shilluk,L,2,2,5,N,438000,4,N,2012,1977,1911-1998,Y,Y,,4,Ethnic Religions,45,11.01
scl,Shina,L,48,,1,Y,659000,2,N,,,1929,N,Y,,6,Islam,0,
plk,"Shina, Kohistani",L,56,,1,Y,303000,1,N,,,,N,Y,,6,Islam,0,
shp,Shipibo-Conibo,L,1,1,2,N,30400,3,N,,1983-2012,1954-1976,Y,Y,673,1,Christianity,65,2
sxg,Shixing,L,1,1,1,Y,3480,0,Y,,,,N,N,,2,Buddhism,0,0
sle,Sholaga,L,2,,1,Y,16100,1,N,,,,N,Y,,5,Hinduism,0.11,
sii,Shom Peng,L,1,,1,Y,470,0,Y,,,,N,N,,9,Unknown,0,
sna,Shona,L,10,6,5,N,8309000,4,Y,1949-1980,1907,1897-1994,Y,Y,32,1,Christianity,80.24,30.68
bcv,Shoo-Minda-Nye,L,1,1,4,N,29600,1,N,,,,N,Y,,1,Christianity,75,10
cjs,Shor,L,3,3,2,N,13600,2,N,,,2000-2004,N,N,,1,Christianity,70.15,1
shh,Shoshoni,L,1,1,4,N,8370,2,Y,,,1986,N,Y,,1,Christianity,65,10
shg,Shua,L,1,1,4,N,7610,2,N,,,1978,N,Y,,4,Ethnic Religions,13,6
jiv,Shuar,L,1,1,3,N,65300,4,N,2010,1976-1983,1939-1966,Y,Y,597,4,Ethnic Religions,10,0.5
suj,Shubi,L,1,1,5,N,354000,1,N,,,,N,Y,,1,Christianity,92,18
sgh,Shughni,L,2,2,1,Y,159000,2,N,,,2001,N,Y,,6,Islam,0,0
sts,Shumashti,L,1,1,1,Y,1390,1,N,,,,N,Y,,6,Islam,0,0
scu,Shumcho,L,3,,1,Y,3200,1,N,,,,N,Y,,2,Buddhism,0,
shs,Shuswap,L,1,1,4,N,8490,0,Y,,,,N,Y,,1,Christianity,91,10
ksa,Shuwa-Zamani,L,1,1,1,Y,2930,1,N,,,,N,Y,,4,Ethnic Religions,5,1
shw,Shwai,L,1,1,4,N,7090,1,N,,,,N,Y,,6,Islam,25,3
slw,Sialum,L,1,1,5,N,600,1,N,,,,N,N,,1,Christianity,97,28
sif,Siamou,L,2,2,3,N,63900,2,N,,,2009,N,Y,,4,Ethnic Religions,5,0.5
spg,Sian,L,1,1,1,Y,70,0,Y,,,,N,N,,4,Ethnic Religions,4,0
snp,Siane,L,1,1,5,N,43200,3,N,,1991-1997,1964-1994,N,Y,1194,1,Christianity,99,22
sya,Siang,L,1,1,1,Y,18000,1,N,,,,N,Y,,4,Ethnic Religions,5,0.2
sjr,Siar-Lak,L,1,1,5,N,3100,2,N,,,2007-2012,N,Y,,1,Christianity,95,17
mmp,Siawi,L,1,1,4,N,300,2,N,,,1992-1998,N,Y,,4,Ethnic Religions,20,5
nco,Sibe,L,1,1,5,N,6830,2,N,,,1984,N,Y,,1,Christianity,97,19
scn,Sicilian,L,1,1,2,N,4399000,2,Y,,,1860,N,Y,,1,Christianity,81,1.3
sid,Sidamo,L,1,1,5,N,4251000,3,N,,1990,1933-2007,Y,Y,,1,Christianity,91,86
erg,Sie,L,1,1,5,N,2640,3,N,,1909,1864-1914,N,Y,,1,Christianity,94,44
sgx,Sierra Leone Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
sxe,Sighu,N,1,1,4,N,2270,1,N,,,,N,N,,1,Christianity,84,10
dse,Sign Language of the Netherlands,L,1,1,,N,,1,N,,,,N,N,,,,,
snr,Sihan,L,1,1,5,N,790,0,Y,,,,N,N,,1,Christianity,95,16
ski,Sika,L,1,1,5,N,243000,1,N,,,,N,N,,1,Christianity,100,17
sky,Sikaiana,L,1,1,5,N,1070,1,N,,,,N,Y,,1,Christianity,90,16
tty,Sikaritai,L,1,1,5,N,1100,2,N,,,1992,N,Y,,1,Christianity,55,12
sik,Sikiana,N,2,2,4,N,80,0,Y,,,,N,N,,4,Ethnic Religions,43.8,2.4
sip,Sikkimese,L,44,,2,N,78600,1,N,,,,N,Y,,2,Buddhism,3.21,
skh,Sikule,L,1,1,4,N,31300,1,N,,,,N,N,,1,Christianity,50,3
slt,Sila,L,2,2,1,Y,3450,0,Y,,,,N,N,,4,Ethnic Religions,0.22,0
sbq,Sileibi,L,1,1,5,N,650,0,Y,,,,N,N,,1,Christianity,100,17
szl,Silesian,L,1,1,2,N,797000,0,Y,,,,N,N,,1,Christianity,80,0.3
sli,"Silesian, Lower",L,2,2,2,N,23200,0,Y,,,,N,N,,1,Christianity,85,1
wul,Silimo,L,1,1,4,N,7800,3,N,,1992,1995,N,N,,4,Ethnic Religions,20,3
mkc,Siliput,L,1,1,5,N,720,1,N,,,,N,Y,,1,Christianity,95,17
xsp,Silopi,L,1,1,5,N,250,0,Y,,,,N,N,,1,Christianity,100,21
stv,Silt'e,L,1,1,1,Y,1346000,2,N,,,1981-1988,Y,Y,,6,Islam,2,0.5
sie,Simaa,L,5,1,5,N,181000,1,N,,,,N,N,,4,Ethnic Religions,49.85,10.54
sbw,Simba,N,1,1,3,N,140,1,N,,,,N,N,,4,Ethnic Religions,20,0.5
smg,Simbali,L,1,1,5,N,500,1,N,,,,N,N,,1,Christianity,90,17
smb,Simbari,L,1,1,5,N,6550,2,N,,,2006-2010,N,N,,1,Christianity,99,29
sbb,Simbo,L,1,1,5,N,3980,1,N,,,,N,Y,,1,Christianity,95,25
smz,Simeku,L,1,1,5,N,3890,1,N,,,,N,N,,1,Christianity,85,13
smr,Simeulue,L,1,1,1,Y,54900,1,N,,,,N,N,,6,Islam,0,0
smt,Simte,L,2,,3,N,13300,4,N,1992,1975,1957,N,Y,,1,Christianity,99.64,
siu,Sinagen,L,1,1,5,N,460,1,N,,,,N,Y,,1,Christianity,95,16
sst,Sinasina,L,1,1,5,N,125000,3,N,,1975,1967-1980,Y,Y,,1,Christianity,99,31
snc,Sinaugoro,L,1,1,5,N,24100,3,N,,1995,1991,Y,Y,1346,1,Christianity,96,12
snd,Sindhi,L,326,,1,Y,22429000,4,N,1954,1890-1992,1825-1981,Y,Y,722,6,Islam,0.26,
sbn,Sindhi Bhil,L,1,,1,Y,37900,1,N,,,,N,Y,,6,Islam,1.04,
sls,Singapore Sign Language,L,1,1,,N,,0,Y,,,,N,N,,,,,
sgp,Singpho,L,1,,2,N,9720,4,N,Yes,Yes,1907,N,Y,,2,Buddhism,3.49,
sin,Sinhala,L,3,,2,N,15223000,4,N,1823-1982,1776-1991,1739-1966,Y,Y,,2,Buddhism,4.2,
hmz,Sinicized Miao,L,2,2,1,Y,347000,1,N,,,,Y,Y,,4,Ethnic Religions,1,0.9
skq,Sininkere,L,1,1,4,N,9670,0,Y,,,,N,Y,,4,Ethnic Religions,6,4.5
snz,Sinsauru,L,1,1,5,N,690,0,Y,,,,N,N,,1,Christianity,100,18
sys,Sinyar,L,1,1,1,Y,26100,1,N,,,,N,Y,,6,Islam,0,0
xsi,Sio,L,1,1,5,N,7490,3,N,,1995,1988,N,N,974,1,Christianity,98,25
snn,Siona,L,2,2,4,N,1100,3,N,,1982-2009,1965,N,Y,271,1,Christianity,60,8.79
qum,Sipakapense,L,1,1,5,N,11900,2,N,,,1992-1998,N,Y,,1,Christianity,95,14
swj,Sira,L,1,1,5,N,50800,2,N,,,1954,N,Y,,1,Christianity,90,12
fos,Siraya,N,,,,N,,2,N,,,1661,N,N,,,,,
sir,Siri,N,1,1,4,N,5230,0,Y,,,,N,Y,,4,Ethnic Religions,25,4
sri,Siriano,L,1,1,4,N,220,3,N,,1998-2009,1993,N,N,1075,1,Christianity,70,6
srq,Siriono,L,1,1,4,N,780,3,N,,1977,1964,N,Y,705,1,Christianity,70,5
srx,Sirmauri,L,41,,1,Y,39800,1,N,,,,Y,Y,,5,Hinduism,0,
ssd,Siroi,L,1,1,5,N,1810,3,N,,1975-2000,1971-2000,N,N,1280,1,Christianity,95,26
sil,"Sisaala, Tumulung",L,1,1,4,N,150000,3,N,,1984,1972-2011,Y,Y,,4,Ethnic Religions,12,5
ssl,"Sisaala, Western",L,1,1,3,N,42900,2,Y,,,1978,N,N,,4,Ethnic Religions,10,1
sih,Sishee,N,,,,N,,1,N,,,,N,N,,,,,
sld,Sissala,L,1,1,4,N,26400,3,N,,1999,1995,N,Y,,4,Ethnic Religions,16,10
sso,Sissano,L,1,1,5,N,450,2,N,,,2011,N,Y,,1,Christianity,100,14
sis,Siuslaw,N,,,,N,,1,N,,,,N,N,,,,,
siy,Sivandi,L,1,1,1,Y,8560,1,N,,,,N,Y,,6,Islam,0,0
siw,Siwai,L,1,1,5,N,9020,3,N,,1977,1952-1968,N,Y,,1,Christianity,96,27
siz,Siwi,L,1,1,1,Y,37400,2,N,,,Yes,N,N,,6,Islam,0,0
akp,Siwu,L,1,1,5,N,79600,3,N,,2009,2003-2005,N,Y,,1,Christianity,90,21
ska,Skagit,N,1,1,4,N,520,0,Y,,,,N,N,,1,Christianity,65,3
skv,Skou,L,1,1,4,N,820,0,Y,,,,N,Y,,1,Christianity,68,7
scs,"Slavey, North",L,1,1,4,N,1890,1,N,,,,N,Y,,1,Christianity,75,3
xsl,"Slavey, South",L,1,1,4,N,4440,3,N,,1891,1868-1973,Y,N,,1,Christianity,96,3
svm,Slavomolisano,N,1,1,2,N,2000,0,Y,,,,N,N,,1,Christianity,90,1
chu,"Slavonic, Old Church",N,,,,N,,4,N,1581-1751,1580,1491-1580,N,N,,,,,
slk,Slovak,L,27,24,2,N,5129000,4,N,1832-1999,1913-1995,1904-1995,Y,Y,465,1,Christianity,92.9,1.17
svk,Slovakian Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
slv,Slovene,L,15,15,2,N,1986000,4,N,1584-1996,1577-1985,1555-1993,Y,Y,1383,1,Christianity,55.43,0.08
sno,Snohomish,N,,,,N,,0,Y,,,,N,N,,,,,
soc,So,L,1,1,4,N,22800,3,N,,1920,1909-1915,N,Y,,1,Christianity,96,7
sss,So,L,2,2,1,Y,212000,2,N,,,1980-2004,N,Y,,2,Buddhism,1.26,0.83
ssq,So'a,L,1,1,4,N,13800,1,N,,,,N,N,,1,Christianity,97,3
sob,Sobei,L,1,1,4,N,2310,0,Y,,,,N,Y,,1,Christianity,95,5
xog,Soga,L,2,2,5,N,3531000,3,N,,1999,1896-2011,Y,Y,,1,Christianity,84,42.95
soj,Soi,L,1,1,1,Y,8550,1,N,,,,N,N,,6,Islam,0,0
skk,Sok,L,1,1,1,Y,3470,0,Y,,,,N,Y,,4,Ethnic Religions,0,0
sok,Sokoro,L,2,2,4,N,16900,2,N,,,2001-2005,N,Y,,6,Islam,4.41,3.53
sby,Soli,L,1,1,5,N,123000,2,N,,,Yes,Y,Y,,1,Christianity,55,18
aaw,Solong,L,1,1,5,N,5500,1,N,,,,N,Y,,1,Christianity,100,23
sol,Solos,L,1,1,5,N,8720,1,N,,,,N,Y,,1,Christianity,95,11
smc,Som,L,1,1,5,N,120,0,Y,,,,N,N,,1,Christianity,95,22
som,Somali,L,27,23,1,Y,19721000,4,N,1979,1972-1976,1915-1935,Y,Y,87,6,Islam,0.21,0.02
bmu,Somba-Siawari,L,1,1,5,N,13400,3,N,,1996,1984-1992,N,Y,963,1,Christianity,95,21
sor,Somrai,L,1,1,5,N,20300,2,N,,,1999-2012,N,Y,,1,Christianity,65,23
smu,Somray,N,1,1,1,Y,4940,0,Y,,,,N,Y,,4,Ethnic Religions,1,0.5
kgt,Somyev,N,1,1,3,N,18500,0,Y,,,,N,N,,4,Ethnic Religions,10,2
ysg,Sonaga,L,1,1,1,Y,2120,0,Y,,,,N,N,,4,Ethnic Religions,2,1
shc,Sonde,L,1,1,4,N,151000,1,N,,,,N,Y,,1,Christianity,98,5
sop,Songe,L,1,1,5,N,2077000,4,N,2008-2010,1952-1978,1920-1981,Y,Y,,1,Christianity,90,16
hmb,"Songhay, Humburi Senni",L,2,2,1,Y,37300,2,N,,,Yes,N,Y,,6,Islam,0.32,0.05
khq,"Songhay, Koyra Chiini",L,1,1,1,Y,349000,3,N,,1936,1928,Y,Y,,6,Islam,0.2,0
ses,"Songhay, Koyraboro Senni",L,5,5,1,Y,2008000,3,N,,2014,2004,Y,Y,,6,Islam,0.24,0.08
nsx,Songo,L,1,1,5,N,167000,2,N,,,1936-1978,N,N,,1,Christianity,80,17
soo,Songo,L,1,1,4,N,20500,1,N,,,,N,Y,,1,Christianity,99,3
soe,Songomeno,L,1,1,4,N,195000,1,N,,,,N,Y,,1,Christianity,70,10
sod,Songoora,L,1,1,4,N,4930,1,N,,,,N,N,,1,Christianity,95,4
soi,Sonha,L,5,,1,Y,6360,1,N,,,,N,Y,,5,Hinduism,0,
siq,Sonia,N,1,1,5,N,680,0,Y,,,,N,N,,1,Christianity,70,12
snk,Soninke,L,8,8,1,Y,2554000,2,N,,,2001-2012,Y,Y,,6,Islam,0.31,0.03
sov,Sonsorolese,L,2,2,5,N,1730,1,N,,,,N,N,,1,Christianity,94.78,14.38
teu,Soo,N,1,1,5,N,5970,0,Y,,,,N,N,,1,Christianity,60,35
urw,Sop,L,1,1,5,N,3110,2,N,,,2007,N,Y,,1,Christianity,97,25
sqt,Soqotri,N,2,2,1,Y,142000,2,N,,,1902,N,N,,6,Islam,0.4,0.2
srb,Sora,L,1,,2,N,1570,4,N,1992-2004,1965-1996,1939-1985,Y,Y,,5,Hinduism,5.08,
dsb,"Sorbian, Lower",L,2,2,2,N,4460,4,Y,1796-1824,1709-1860,1753,N,N,,1,Christianity,70,1
hsb,"Sorbian, Upper",L,,,,N,,4,Y,1728-1797,1706-1966,1670-1960,N,N,,,,,
sbh,Sori-Harengan,L,1,1,5,N,1580,1,N,,,,N,Y,,1,Christianity,95,20
sqo,Sorkhei,L,1,1,1,Y,11200,1,N,,,,N,N,,6,Islam,0,0
bks,"Sorsoganon, Northern",L,1,1,5,N,216000,0,Y,,,,N,Y,,1,Christianity,97,12
srv,"Sorsoganon, Southern",L,1,1,5,N,454000,0,Y,,,,N,N,,1,Christianity,95,11
sdk,Sos Kundi,L,1,1,5,N,3130,1,N,,,,N,N,,1,Christianity,99,12
nso,"Sotho, Northern",L,4,3,5,N,5692000,4,Y,1904-2000,2010,1964,Y,Y,124,1,Christianity,82.06,11.32
sot,"Sotho, Southern",L,5,4,5,N,5870000,4,Y,1878-1989,1855-1982,1839-1993,Y,Y,274,1,Christianity,85.58,16.85
sqq,Sou,L,1,1,1,Y,3150,0,Y,,,,N,Y,,4,Ethnic Religions,0,0
tlt,Sou Nama,L,1,1,3,N,25300,1,N,,,,N,N,,6,Islam,8,1
wha,Sou Upaa,L,1,1,3,N,10400,1,N,,,,N,N,,4,Ethnic Religions,12,1
sfs,South African Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
sww,Sowa,N,,,,N,,1,N,,,,N,N,,,,,
sow,Sowanda,L,2,2,5,N,1870,1,N,,,,N,N,,1,Christianity,92.72,19.33
dmy,Sowari,N,1,1,4,N,1670,0,Y,,,,N,N,,1,Christianity,65,3
spa,Spanish,L,331,72,5,N,427573000,4,N,1553-2000,1543-1999,1514-1985,Y,Y,128,1,Christianity,90.9,11.35
ssp,Spanish Sign Language,L,1,1,,N,,1,N,,,,N,N,,,,,
spq,"Spanish, Charapa",L,1,1,2,N,3160,0,Y,,,,N,N,,1,Christianity,95,0.5
spt,Spiti Bhoti,L,6,,1,Y,12600,1,N,,,,N,Y,,5,Hinduism,0,
spo,Spokane,N,1,1,4,N,1450,0,Y,,,,N,Y,,1,Christianity,65,3
squ,Squamish,N,1,1,4,N,2660,0,Y,,,,N,N,,1,Christianity,92,3
srn,Sranan,L,6,6,5,N,166000,4,N,1997-2011,1829-2002,1966-1997,Y,Y,674,1,Christianity,54.65,13.55
sci,Sri Lankan Creole Malay,L,1,,1,Y,40000,0,Y,,,,N,N,,6,Islam,0,
sqs,Sri Lankan Sign Language,L,,,,N,,0,Y,,,,N,N,,,,,
stl,Stellingwerfs,L,,,,N,,0,Y,,,,N,N,,,,,
