"ROL3","Language","ROG3","EditName","EditDate"
"sym","Samo, Maya","UV","BM",9/17/2008 0:00:00
"syn","Senaya","IR","BM",9/17/2008 0:00:00
"syo","Suoy","CB","BM",9/17/2008 0:00:00
"sys","Sinyar","CD","BM",9/17/2008 0:00:00
"syw","Kagate","NP","BM",12/17/2010 0:00:00
"syx","Samay","GB","BM",7/26/2016 0:00:00
"syy","Al-Sayyid Bedouin Sign Language","IS","BM",5/17/2013 0:00:00
"sza","Semelai","MY","BM",9/17/2008 0:00:00
"szb","Ngalum","ID","BM",6/27/2013 0:00:00
"szc","Semaq Beri","MY","BM",9/17/2008 0:00:00
"sze","Seze","ET","BM",9/17/2008 0:00:00
"szg","Sengele","CG","BM",6/27/2013 0:00:00
"szl","Silesian","PL","BM",9/17/2008 0:00:00
"szn","Sula","ID","BM",9/17/2008 0:00:00
"szp","Suabo","ID","BM",9/17/2008 0:00:00
"szv","Isu","CM","BM",6/27/2013 0:00:00
"szw","Sawai","ID","BM",6/27/2013 0:00:00
"taa","Tanana, Lower","US","BM",9/17/2008 0:00:00
"tab","Tabassaran","RS","BM",6/27/2013 0:00:00
"tac","Tarahumara, Western","MX","BM",6/27/2013 0:00:00
"tad","Tause","ID","BM",9/17/2008 0:00:00
"tae","Tariana","BR","BM",9/17/2008 0:00:00
"taf","Tapirape","BR","BM",9/17/2008 0:00:00
"tag","Tagoi","SU","BM",9/17/2008 0:00:00
"tah","Tahitian","FP","BM",6/27/2013 0:00:00
"taj","Tamang, Eastern","NP","BM",6/27/2013 0:00:00
"tak","Tala","NI","BM",9/17/2008 0:00:00
"tal","Tal","NI","BM",9/17/2008 0:00:00
"tam","Tamil","IN","BM",6/27/2013 0:00:00
"tan","Tangale","NI","BM",6/27/2013 0:00:00
"tao","Yami","TW","BM",6/27/2013 0:00:00
"tap","Taabwa","CG","BM",12/17/2010 0:00:00
"taq","Tamasheq","ML","BM",6/27/2013 0:00:00
"tar","Tarahumara, Central","MX","BM",6/27/2013 0:00:00
"tat","Tatar","RS","BM",4/19/2016 0:00:00
"tau","Tanana, Upper","US","BM",6/27/2013 0:00:00
"tav","Tatuyo","CO","BM",6/27/2013 0:00:00
"taw","Tai","PP","BM",12/17/2010 0:00:00
"tax","Tamki","CD","BM",9/17/2008 0:00:00
"tay","Atayal","TW","BM",6/27/2013 0:00:00
"taz","Tocho","SU","BM",9/17/2008 0:00:00
"tba","Aikana","BR","BM",9/17/2008 0:00:00
"tbb","Tapeba","BR","BM",5/31/2013 0:00:00
"tbc","Takia","PP","BM",6/27/2013 0:00:00
"tbd","Kaki Ae","PP","BM",9/17/2008 0:00:00
"tbe","Tanibili","BP","BM",9/17/2008 0:00:00
"tbf","Mandara","PP","BM",6/27/2013 0:00:00
"tbg","Tairora, North","PP","BM",6/27/2013 0:00:00
"tbi","Gaam","SU","BM",9/17/2008 0:00:00
"tbj","Tiang","PP","BM",6/27/2013 0:00:00
"tbk","Tagbanwa, Calamian","RP","BM",6/27/2013 0:00:00
"tbl","Tboli","RP","BM",6/27/2013 0:00:00
"tbm","Tagbu","CG","BM",9/17/2008 0:00:00
"tbn","Tunebo, Barro Negro","CO","BM",9/17/2008 0:00:00
"tbo","Tawala","PP","BM",6/27/2013 0:00:00
"tbp","Diebroud","ID","BM",9/17/2008 0:00:00
"tbr","Tumtum","SU","BM",9/17/2008 0:00:00
"tbs","Tanguat","PP","BM",9/17/2008 0:00:00
"tbt","Tembo","CG","BM",6/27/2013 0:00:00
"tbv","Tobo","PP","BM",9/17/2008 0:00:00
"tbw","Tagbanwa","RP","BM",6/27/2013 0:00:00
"tbx","Kapin","PP","BM",9/17/2008 0:00:00
"tby","Tabaru","ID","BM",6/27/2013 0:00:00
"tbz","Ditammari","BN","BM",6/27/2013 0:00:00
"tca","Ticuna","BR","BM",6/27/2013 0:00:00
"tcb","Tanacross","US","BM",9/17/2008 0:00:00
"tcc","Datooga","TZ","BM",6/27/2013 0:00:00
"tcd","Tafi","GH","BM",9/17/2008 0:00:00
"tce","Tutchone, Southern","CA","BM",9/17/2008 0:00:00
"tcf","Me'phaa, Malinaltepec","MX","BM",6/27/2013 0:00:00
"tcg","Tamagario","ID","BM",9/17/2008 0:00:00
"tch","Turks and Caicos Creole English","TK","BM",9/17/2008 0:00:00
"tci","Wara","PP","BM",9/17/2008 0:00:00
"tck","Tchitchege","GB","BM",9/17/2008 0:00:00
"tcl","Taman","BM","BM",5/31/2013 0:00:00
"tcm","Tanahmerah","ID","BM",9/17/2008 0:00:00
"tcn","Tichurong","NP","BM",9/17/2008 0:00:00
"tco","Taungyo","BM","BM",9/17/2008 0:00:00
"tcp","Chin, Tawr","BM","BM",9/17/2008 0:00:00
"tcq","Kaiy","ID","BM",9/17/2008 0:00:00
"tcs","Torres Strait Creole","AS","BM",12/17/2010 0:00:00
"tct","T'en","CH","BM",5/16/2013 0:00:00
"tcu","Tarahumara, Southeastern","MX","BM",9/17/2008 0:00:00
"tcw","Totonac, Tecpatlan","MX","BM",6/27/2013 0:00:00
"tcx","Toda","IN","BM",6/27/2013 0:00:00
"tcy","Tulu","IN","BM",6/27/2013 0:00:00
"tcz","Chin, Thado","IN","BM",6/27/2013 0:00:00
"tda","Tagdal","NG","BM",9/17/2008 0:00:00
"tdb","Panchpargania","IN","BM",9/17/2008 0:00:00
"tdc","Embera-Tado","CO","BM",12/17/2010 0:00:00
"tdd","Tai Nua","CH","BM",6/27/2013 0:00:00
"tde","Dogon, Tiranige Diga","ML","BM",5/17/2013 0:00:00
"tdf","Talieng","LA","BM",9/17/2008 0:00:00
"tdg","Tamang, Western","NP","BM",6/27/2013 0:00:00
"tdh","Thulung","NP","BM",12/17/2010 0:00:00
"tdi","Tomadino","ID","BM",9/17/2008 0:00:00
"tdj","Tajio","ID","BM",9/17/2008 0:00:00
"tdk","Tambas","NI","BM",9/17/2008 0:00:00
"tdl","Sur","NI","BM",9/17/2008 0:00:00
"tdm","Taruma","GY","BM",7/26/2016 0:00:00
"tdn","Tondano","ID","BM",6/27/2013 0:00:00
"tdo","Teme","NI","BM",9/17/2008 0:00:00
"tdq","Tita","NI","BM",9/17/2008 0:00:00
"tdr","Todrah","VM","BM",9/17/2008 0:00:00
"tds","Doutai","ID","BM",9/17/2008 0:00:00
"tdt","Tetun Dili","TT","BM",6/27/2013 0:00:00
"tdv","Toro","NI","BM",9/17/2008 0:00:00
"tdx","Malagasy, Tandroy-Mahafaly","MA","BM",9/17/2008 0:00:00
"tdy","Tadyawan","RP","BM",9/17/2008 0:00:00
"tea","Temiar","MY","BM",9/17/2008 0:00:00
"tec","Terik","KE","BM",9/17/2008 0:00:00
"ted","Krumen, Tepo","IV","BM",6/27/2013 0:00:00
"tee","Tepehua, Huehuetla","MX","BM",6/27/2013 0:00:00
"tef","Teressa","IN","BM",9/17/2008 0:00:00
"teg","Teke-Tege","GB","BM",9/17/2008 0:00:00
"teh","Tehuelche","AR","BM",9/17/2008 0:00:00
"tei","Torricelli","PP","BM",9/17/2008 0:00:00
"tek","Teke, Ibali","CG","BM",6/27/2013 0:00:00
"tel","Telugu","IN","BM",6/27/2013 0:00:00
"tem","Themne","SL","BM",6/27/2013 0:00:00
"teo","Teso","UG","BM",6/27/2013 0:00:00
"teq","Temein","SU","BM",9/17/2008 0:00:00
"ter","Terena","BR","BM",6/27/2013 0:00:00
"tes","Tengger","ID","BM",9/17/2008 0:00:00
"tet","Tetun","ID","BM",6/27/2013 0:00:00
"teu","Soo","UG","BM",9/17/2008 0:00:00
"tev","Teor","ID","BM",9/17/2008 0:00:00
"tew","Tewa","US","BM",6/27/2013 0:00:00
"tex","Tennet","OD","BM",6/27/2013 0:00:00
"tey","Tulishi","SU","BM",9/17/2008 0:00:00
"tfi","Gbe, Tofin","BN","BM",9/17/2008 0:00:00
"tfn","Tanaina","US","BM",9/17/2008 0:00:00
"tfo","Tefaro","ID","BM",9/17/2008 0:00:00
"tfr","Teribe","PM","BM",6/27/2013 0:00:00
"tft","Ternate","ID","BM",9/17/2008 0:00:00
"tga","Sagalla","KE","BM",6/27/2013 0:00:00
"tgb","Tobilung","MY","BM",9/17/2008 0:00:00
"tgc","Tigak","PP","BM",6/27/2013 0:00:00
"tgd","Ciwogai","NI","BM",9/17/2008 0:00:00
"tge","Tamang, Eastern Gorkha","NP","BM",9/17/2008 0:00:00
"tgf","Chalikha","BT","BM",9/17/2008 0:00:00
"tgh","Tobagonian Creole English","TD","BM",9/17/2008 0:00:00
"tgi","Lawunuia","PP","BM",9/17/2008 0:00:00
"tgj","Tagin","IN","BM",5/17/2013 0:00:00
"tgk","Tajiki","TI","BM",12/17/2010 0:00:00
"tgl","Tagalog","RP","BM",6/27/2013 0:00:00
"tgn","Tandaganon","RP","BM",5/17/2013 0:00:00
"tgo","Sudest","PP","BM",12/17/2010 0:00:00
"tgp","Tangoa","NH","BM",6/27/2013 0:00:00
"tgq","Tring","MY","BM",9/17/2008 0:00:00
"tgr","Tareng","LA","BM",9/17/2008 0:00:00
"tgs","Nume","NH","BM",9/17/2008 0:00:00
"tgt","Tagbanwa, Central","RP","BM",9/17/2008 0:00:00
"tgu","Tanggu","PP","BM",12/17/2010 0:00:00
"tgv","Tingui-Boto","BR","BM",5/31/2013 0:00:00
"tgw","Senoufo, Tagwana","IV","BM",12/17/2010 0:00:00
"tgx","Tagish","CA","BM",9/17/2008 0:00:00
"tgy","Togoyo","OD","BM",9/17/2008 0:00:00
"tgz","Tagalaka","AS","BM",5/17/2013 0:00:00
"tha","Thai","TH","BM",6/27/2013 0:00:00
"thd","Thayore","AS","BM",12/17/2010 0:00:00
"the","Tharu, Chitwania","NP","BM",12/17/2010 0:00:00
"thf","Thangmi","NP","BM",9/17/2008 0:00:00
"thh","Tarahumara, Northern","MX","BM",9/17/2008 0:00:00
"thi","Tai Long","LA","BM",9/17/2008 0:00:00
"thk","Kitharaka","KE","BM",6/27/2013 0:00:00
"thl","Tharu, Dangaura","NP","BM",6/27/2013 0:00:00
"thm","Aheu","TH","BM",9/17/2008 0:00:00
"thn","Thachanadan","IN","BM",9/17/2008 0:00:00
"thp","Thompson","CA","BM",9/17/2008 0:00:00
"thq","Tharu, Kochila","NP","BM",9/17/2008 0:00:00
"thr","Tharu, Rana","NP","BM",9/17/2008 0:00:00
"ths","Thakali","NP","BM",9/17/2008 0:00:00
"tht","Tahltan","CA","BM",9/17/2008 0:00:00
"thu","Thuri","OD","BM",9/17/2008 0:00:00
"thv","Tamahaq, Tahaggart","AG","BM",6/27/2013 0:00:00
"thw","Thudam","NP","BM",9/17/2008 0:00:00
"thy","Tha","NI","BM",9/17/2008 0:00:00
"thz","Tamajeq, Tayart","NG","BM",6/27/2013 0:00:00
"tia","Tamazight, Tidikelt","AG","BM",9/17/2008 0:00:00
"tic","Tira","SU","BM",6/27/2013 0:00:00
"tif","Tifal","PP","BM",12/17/2010 0:00:00
"tig","Tigre","ER","BM",6/27/2013 0:00:00
"tih","Murut, Timugon","MY","BM",6/27/2013 0:00:00
"tii","Tiene","CG","BM",9/17/2008 0:00:00
"tij","Tilung","NP","BM",9/17/2008 0:00:00
"tik","Tikar","CM","BM",6/27/2013 0:00:00
"tim","Timbe","PP","BM",6/27/2013 0:00:00
"tin","Tindi","RS","BM",9/17/2008 0:00:00
"tio","Teop","PP","BM",6/27/2013 0:00:00
"tip","Trimuris","ID","BM",9/17/2008 0:00:00
"tiq","Tiefo","UV","BM",9/17/2008 0:00:00
"tir","Tigrigna","ET","BM",6/27/2013 0:00:00
"tis","Itneg, Masadiit","RP","BM",9/17/2008 0:00:00
"tit","Tinigua","CO","BM",9/17/2008 0:00:00
"tiu","Adasen","RP","BM",12/17/2010 0:00:00
"tiv","Tiv","NI","BM",6/27/2013 0:00:00
"tiw","Tiwi","AS","BM",6/27/2013 0:00:00
"tix","Tiwa, Southern","US","BM",6/27/2013 0:00:00
"tiy","Tiruray","RP","BM",6/27/2013 0:00:00
"tiz","Tai Hongjin","CH","BM",9/17/2008 0:00:00
"tja","Tajuasohn","LI","BM",9/17/2008 0:00:00
"tjg","Tunjung","ID","BM",9/17/2008 0:00:00
"tji","Tujia, Northern","CH","BM",9/17/2008 0:00:00
"tjl","Tai Laing","BM","BM",5/17/2013 0:00:00
"tjo","Tamazight, Temacine","AG","BM",9/17/2008 0:00:00
"tjs","Tujia, Southern","CH","BM",9/17/2008 0:00:00
"tjw","Djabwurrung","AS","BM",5/17/2013 0:00:00
"tka","Truka","BR","BM",5/31/2013 0:00:00
"tkb","Buksa","IN","BM",9/17/2008 0:00:00
"tkd","Tukudede","TT","BM",9/17/2008 0:00:00
"tke","Takwane","MZ","BM",6/27/2013 0:00:00
"tkg","Malagasy, Tesaka","MA","BM",5/17/2013 0:00:00
"tkl","Tokelauan","TL","BM",12/17/2010 0:00:00
"tkn","Toku-No-Shima","JA","BM",9/17/2008 0:00:00
"tkp","Tikopia","BP","BM",12/17/2010 0:00:00
"tkq","Tee","NI","BM",9/17/2008 0:00:00
"tkr","Tsakhur","AJ","BM",6/27/2013 0:00:00
"tks","Takestani","IR","BM",9/17/2008 0:00:00
"tkt","Tharu, Kathariya","NP","BM",5/16/2013 0:00:00
"tku","Totonac, Upper Necaxa","MX","BM",6/27/2013 0:00:00
"tkv","Mur Pano","PP","BM",7/26/2016 0:00:00
"tkw","Teanu","BP","BM",9/17/2008 0:00:00
"tkx","Tangko","ID","BM",9/17/2008 0:00:00
"tkz","Takua","VM","BM",9/17/2008 0:00:00
"tla","Tepehuan, Southwestern","MX","BM",9/17/2008 0:00:00
"tlb","Tobelo","ID","BM",12/17/2010 0:00:00
"tlc","Totonac, Yecuatla","MX","BM",9/17/2008 0:00:00
"tld","Talaud","ID","BM",12/17/2010 0:00:00
"tlf","Telefol","PP","BM",6/27/2013 0:00:00
"tlg","Tofanma","ID","BM",9/17/2008 0:00:00
"tli","Tlingit","US","BM",12/17/2010 0:00:00
"tlj","Talinga-Bwisi","UG","BM",6/27/2013 0:00:00
"tlk","Taloki","ID","BM",9/17/2008 0:00:00
"tll","Tetela","CG","BM",6/27/2013 0:00:00
"tlm","Tolomako","NH","BM",6/27/2013 0:00:00
"tln","Talondo'","ID","BM",5/16/2013 0:00:00
"tlo","Talodi","SU","BM",9/17/2008 0:00:00
"tlp","Totonac, Filomena Mata-Coahuitlan","MX","BM",9/17/2008 0:00:00
"tlq","Tai Loi","BM","BM",9/17/2008 0:00:00
"tlr","Talise","BP","BM",9/17/2008 0:00:00
"tls","Tambotalo","NH","BM",9/17/2008 0:00:00
"tlt","Sou Nama","ID","BM",9/17/2008 0:00:00
"tlu","Tulehu","ID","BM",9/17/2008 0:00:00
"tlv","Taliabu","ID","BM",9/17/2008 0:00:00
"tlx","Khehek","PP","BM",9/17/2008 0:00:00
"tly","Talysh","AJ","BM",9/17/2008 0:00:00
"tma","Tama","CD","BM",9/17/2008 0:00:00
"tmb","Avava","NH","BM",5/16/2013 0:00:00
"tmc","Tumak","CD","BM",12/17/2010 0:00:00
"tmd","Haruai","PP","BM",12/17/2010 0:00:00
"tme","Tremembe","BR","BM",5/31/2013 0:00:00
"tmf","Toba-Maskoy","PA","BM",9/17/2008 0:00:00
"tmi","Tutuba","NH","BM",9/17/2008 0:00:00
"tmj","Samarokena","ID","BM",9/17/2008 0:00:00
"tmk","Tamang, Northwestern","NP","BM",9/17/2008 0:00:00
"tml","Citak, Tamnim","ID","BM",9/17/2008 0:00:00
"tmm","Tai Thanh","VM","BM",9/17/2008 0:00:00
"tmn","Taman","ID","BM",9/17/2008 0:00:00
"tmo","Temoq","MY","BM",9/17/2008 0:00:00
"tmq","Tumleo","PP","BM",9/17/2008 0:00:00
"tmr","Jewish Babylonian Aramaic","IZ","BM",9/17/2008 0:00:00
"tms","Tima","SU","BM",9/17/2008 0:00:00
"tmt","Tasmate","NH","BM",9/17/2008 0:00:00
"tmu","Iau","ID","BM",6/27/2013 0:00:00
"tmv","Tembo","CG","BM",9/17/2008 0:00:00
"tmw","Temuan","MY","BM",9/17/2008 0:00:00
"tmy","Tami","PP","BM",12/17/2010 0:00:00
"tna","Tacana","BL","BM",6/27/2013 0:00:00
"tnb","Tunebo, Western","CO","BM",12/17/2010 0:00:00
"tnc","Tanimuca-Retuara","CO","BM",12/17/2010 0:00:00
"tnd","Tunebo, Angosturas","CO","BM",9/17/2008 0:00:00
"tng","Tobanga","CD","BM",12/17/2010 0:00:00
"tnh","Maiani","PP","BM",6/27/2013 0:00:00
"tni","Tandia","ID","BM",9/17/2008 0:00:00
"tnk","Kwamera","NH","BM",12/7/2015 0:00:00
"tnl","Lenakel","NH","BM",6/27/2013 0:00:00
"tnm","Tabla","ID","BM",6/27/2013 0:00:00
"tnn","Tanna, North","NH","BM",6/27/2013 0:00:00
"tnp","Whitesands","NH","BM",6/27/2013 0:00:00
"tnq","Taino","RQ","BM",5/31/2013 0:00:00
"tnr","Menik","SG","BM",5/16/2013 0:00:00
"tns","Tenis","PP","BM",9/17/2008 0:00:00
"tnt","Tontemboan","ID","BM",6/27/2013 0:00:00
"tnu","Tay Khang","LA","BM",9/17/2008 0:00:00
"tnv","Tangchangya","BG","BM",9/17/2008 0:00:00
"tnw","Tonsawang","ID","BM",9/17/2008 0:00:00
"tnx","Tanema","BP","BM",9/17/2008 0:00:00
"tny","Tongwe","TZ","BM",9/17/2008 0:00:00
"tnz","Ten'edn","TH","BM",9/17/2008 0:00:00
"tob","Toba","AR","BM",6/27/2013 0:00:00
"toc","Totonac, Coyutla","MX","BM",6/27/2013 0:00:00
"tod","Toma","GV","BM",12/17/2010 0:00:00
"tof","Gizrra","PP","BM",6/27/2013 0:00:00
"tog","Tonga","MI","BM",6/27/2013 0:00:00
"toh","Tonga","MZ","BM",6/27/2013 0:00:00
"toi","Tonga","ZA","BM",6/27/2013 0:00:00
"toj","Tojolabal","MX","BM",6/27/2013 0:00:00
"tol","Tolowa","US","BM",9/17/2008 0:00:00
"tom","Tombulu","ID","BM",6/27/2013 0:00:00
"ton","Tongan","TN","BM",6/27/2013 0:00:00
"too","Totonac, Xicotepec de Juarez","MX","BM",6/27/2013 0:00:00
"top","Totonac, Papantla","MX","BM",6/27/2013 0:00:00
"toq","Toposa","OD","BM",6/27/2013 0:00:00
"tor","Banda, Togbo-Vara","CG","BM",9/17/2008 0:00:00
"tos","Totonac, Highland","MX","BM",6/27/2013 0:00:00
"tou","Tho","VM","BM",9/17/2008 0:00:00
"tov","Taromi, Upper","IR","BM",9/17/2008 0:00:00
"tow","Jemez","US","BM",9/17/2008 0:00:00
"tox","Tobian","PS","BM",9/17/2008 0:00:00
"toy","Topoiyo","ID","BM",9/17/2008 0:00:00
"toz","To","CM","BM",9/17/2008 0:00:00
"tpa","Taupota","PP","BM",12/17/2010 0:00:00
"tpc","Me'phaa, Azoyu","MX","BM",9/17/2008 0:00:00
"tpe","Tippera","BG","BM",10/23/2008 0:00:00
"tpf","Tarpia","ID","BM",9/17/2008 0:00:00
"tpg","Kula","ID","BM",9/17/2008 0:00:00
"tpi","Tok Pisin","PP","BM",6/27/2013 0:00:00
"tpj","Nandeva","PA","BM",9/17/2008 0:00:00
"tpk","Tupinikin","BR","BM",5/31/2013 0:00:00
"tpl","Me'phaa, Tlacoapa","MX","BM",6/27/2013 0:00:00
"tpm","Tampulma","GH","BM",6/27/2013 0:00:00
"tpo","Tai Pao","LA","BM",9/17/2008 0:00:00
"tpp","Tepehua, Pisaflores","MX","BM",6/27/2013 0:00:00
"tpq","Tukpa","IN","BM",9/17/2008 0:00:00
"tpr","Tupari","BR","BM",9/17/2008 0:00:00
"tpt","Tepehua, Tlachichilco","MX","BM",6/27/2013 0:00:00
"tpu","Tampuan","CB","BM",10/7/2014 0:00:00
"tpv","Tanapag","CQ","BM",9/17/2008 0:00:00
"tpx","Me'phaa, Acatepec","MX","BM",9/17/2008 0:00:00
"tpy","Trumai","BR","BM",9/17/2008 0:00:00
"tpz","Tinputz","PP","BM",6/27/2013 0:00:00
"tqb","Tembe","BR","BM",12/17/2010 0:00:00
"tql","Lehali","NH","BM",9/17/2008 0:00:00
"tqm","Turumsa","PP","BM",9/17/2008 0:00:00
"tqn","Tenino","US","BM",9/17/2008 0:00:00
"tqo","Toaripi","PP","BM",6/27/2013 0:00:00
"tqp","Tomoip","PP","BM",9/17/2008 0:00:00
"tqq","Tunni","SO","BM",9/17/2008 0:00:00
"tqr","Torona","SU","BM",5/31/2013 0:00:00
"tqt","Totonaco del cerro Xinolatepetl","MX","BM",7/28/2009 0:00:00
"tqu","Touo","BP","BM",9/17/2008 0:00:00
"tqw","Tonkawa","US","BM",5/31/2013 0:00:00
"tra","Tirahi","AF","BM",9/17/2008 0:00:00
"trb","Terebu","PP","BM",9/17/2008 0:00:00
"trc","Triqui, Copala","MX","BM",6/27/2013 0:00:00
"trd","Turi","IN","BM",9/17/2008 0:00:00
"tre","Tarangan, East","ID","BM",9/17/2008 0:00:00
"trf","Trinidadian Creole English","TD","BM",9/17/2008 0:00:00
"trg","Lishan Didan","IS","BM",6/27/2013 0:00:00
"trh","Turaka","PP","BM",9/17/2008 0:00:00
"tri","Trio","NS","BM",12/17/2010 0:00:00
"trj","Toram","CD","BM",9/17/2008 0:00:00
"trl","Traveller Scottish","UK","BM",9/17/2008 0:00:00
"trm","Tregami","AF","BM",9/17/2008 0:00:00
"trn","Trinitario","BL","BM",12/17/2010 0:00:00
"tro","Naga, Tarao","IN","BM",9/17/2008 0:00:00
"trp","Kok Borok","IN","BM",6/27/2013 0:00:00
"trq","Triqui, San Martin Itunyoso","MX","BM",12/17/2010 0:00:00
"trr","Taushiro","PE","BM",12/17/2010 0:00:00
"trs","Triqui, Chicahuaxtla","MX","BM",6/27/2013 0:00:00
"trt","Tunggare","ID","BM",9/17/2008 0:00:00
"tru","Turoyo","TU","BM",6/27/2013 0:00:00
"trv","Taroko","TW","BM",6/27/2013 0:00:00
"trw","Torwali","PK","BM",9/17/2008 0:00:00
"trx","Bidayuh, Tringgus-Sembaan","MY","BM",9/17/2008 0:00:00
"trz","Tora","BR","BM",5/31/2013 0:00:00
"tsa","Tsaangi","CF","BM",9/17/2008 0:00:00
"tsb","Tsamai","ET","BM",9/17/2008 0:00:00
"tsc","Tswa","MZ","BM",6/27/2013 0:00:00
"tsd","Tsakonian","GR","BM",9/17/2008 0:00:00
"tse","Tunisian Sign Language","TS","BM",9/17/2008 0:00:00
"tsg","Tausug","RP","BM",6/27/2013 0:00:00
"tsh","Tsuvan","CM","BM",9/17/2008 0:00:00
"tsi","Tsimshian","CA","BM",6/27/2013 0:00:00
"tsj","Tshangla","BT","BM",12/17/2010 0:00:00
"tsk","Tseku","CH","BM",9/17/2008 0:00:00
"tsl","Tsun-Lao","VM","BM",7/28/2009 0:00:00
"tsm","Turkish Sign Language","TU","BM",9/17/2008 0:00:00
"tsn","Tswana","BC","BM",6/27/2013 0:00:00
"tso","Tsonga","SF","BM",6/27/2013 0:00:00
"tsp","Toussian, Northern","UV","BM",9/17/2008 0:00:00
"tsq","Thai Sign Language","TH","BM",9/17/2008 0:00:00
"tsr","Akei","NH","BM",6/27/2013 0:00:00
"tss","Taiwan Sign Language","TW","BM",9/17/2008 0:00:00
"tst","Tondi Songway Kiini","ML","BM",5/17/2013 0:00:00
"tsu","Tsou","TW","BM",9/17/2008 0:00:00
"tsv","Tsogo","GB","BM",6/27/2013 0:00:00
"tsw","Tsishingini","NI","BM",6/27/2013 0:00:00
"tsx","Mubami","PP","BM",9/17/2008 0:00:00
"tsy","Tebul Sign Language","ML","BM",9/17/2008 0:00:00
"tsz","Purepecha","MX","BM",6/27/2013 0:00:00
"ttb","Gaa","NI","BM",9/17/2008 0:00:00
"ttc","Tektiteko","GT","BM",12/17/2010 0:00:00
"ttd","Tauade","PP","BM",9/17/2008 0:00:00
"tte","Bwanabwana","PP","BM",6/27/2013 0:00:00
"ttf","Tuotomb","CM","BM",9/17/2008 0:00:00
"ttg","Tutong","BX","BM",9/17/2008 0:00:00
"tth","Ta'oih, Upper","LA","BM",9/17/2008 0:00:00
"tti","Tobati","ID","BM",9/17/2008 0:00:00
"ttj","Tooro","UG","BM",6/27/2013 0:00:00
"ttk","Totoro","CO","BM",9/17/2008 0:00:00
"ttl","Totela","ZA","BM",9/17/2008 0:00:00
"ttm","Tutchone, Northern","CA","BM",9/17/2008 0:00:00
"ttn","Towei","ID","BM",9/17/2008 0:00:00
"tto","Ta'oih, Lower","LA","BM",5/16/2013 0:00:00
"ttp","Tombelala","ID","BM",9/17/2008 0:00:00
"ttq","Tamajaq, Tawallammat","NG","BM",5/20/2016 0:00:00
"ttr","Tera","NI","BM",6/27/2013 0:00:00
"tts","Thai, Northeastern","TH","BM",3/23/2015 0:00:00
"ttt","Tat, Muslim","AJ","BM",9/17/2008 0:00:00
"ttu","Torau","PP","BM",9/17/2008 0:00:00
"ttv","Titan","PP","BM",9/17/2008 0:00:00
"ttw","Long Wat","MY","BM",9/17/2008 0:00:00
"tty","Sikaritai","ID","BM",12/17/2010 0:00:00
"ttz","Tsum","NP","BM",9/17/2008 0:00:00
"tua","Wiarumus","PP","BM",9/17/2008 0:00:00
"tub","Tubatulabal","US","BM",9/17/2008 0:00:00
"tuc","Mutu","PP","BM",6/27/2013 0:00:00
"tud","Tuxa","BR","BM",5/31/2013 0:00:00
"tue","Tuyuca","CO","BM",6/27/2013 0:00:00
"tuf","Tunebo, Central","CO","BM",6/27/2013 0:00:00
"tug","Tunia","CD","BM",9/17/2008 0:00:00
"tuh","Taulil","PP","BM",9/17/2008 0:00:00
"tui","Tupuri","CM","BM",12/17/2010 0:00:00
"tuj","Tugutil","ID","BM",9/17/2008 0:00:00
"tuk","Turkmen","TX","BM",6/27/2013 0:00:00
"tul","Tula","NI","BM",6/27/2013 0:00:00
"tum","Tumbuka","MI","BM",6/27/2013 0:00:00
"tun","Tunica","US","BM",5/31/2013 0:00:00
"tuo","Tucano","BR","BM",6/27/2013 0:00:00
"tuq","Tedaga","CD","BM",9/17/2008 0:00:00
"tur","Turkish","TU","BM",6/27/2013 0:00:00
"tus","Tuscarora","CA","BM",9/17/2008 0:00:00
"tuu","Tututni","US","BM",9/17/2008 0:00:00
"tuv","Turkana","KE","BM",6/27/2013 0:00:00
"tuy","Tugen","KE","BM",9/17/2008 0:00:00
"tuz","Turka","UV","BM",6/27/2013 0:00:00
"tva","Vaghua","BP","BM",9/17/2008 0:00:00
"tvd","Tsuvadi","NI","BM",6/27/2013 0:00:00
"tve","Te'un","ID","BM",5/16/2013 0:00:00
"tvk","Ambrym, Southeast","NH","BM",6/27/2013 0:00:00
"tvl","Tuvaluan","TV","BM",12/17/2010 0:00:00
"tvm","Tela-Masbuar","ID","BM",9/17/2008 0:00:00
"tvn","Tavoyan","BM","BM",9/17/2008 0:00:00
"tvo","Tidore","ID","BM",9/17/2008 0:00:00
"tvs","Taveta","KE","BM",6/27/2013 0:00:00
"tvt","Naga, Tutsa","IN","BM",9/17/2008 0:00:00
"tvu","Tunen","CM","BM",5/17/2013 0:00:00
"tvw","Sedoa","ID","BM",6/27/2013 0:00:00
"twa","Twana","US","BM",5/31/2013 0:00:00
"twb","Tawbuid, Western","RP","BM",12/17/2010 0:00:00
"twd","Twents","NL","BM",12/17/2010 0:00:00
"twe","Teiwa","ID","BM",5/16/2013 0:00:00
"twf","Tiwa, Northern","US","BM",6/27/2013 0:00:00
"twg","Tereweng","ID","BM",9/17/2008 0:00:00
"twh","Tai Don","VM","BM",6/27/2013 0:00:00
"twl","Tawara","MZ","BM",9/17/2008 0:00:00
"twm","Monpa, Tawang","IN","BM",9/17/2008 0:00:00
"twn","Twendi","CM","BM",9/17/2008 0:00:00
"two","Tswapong","BC","BM",9/17/2008 0:00:00
