"ROL4","Dialect","DialectGerman","ROL3","ROPAL","Source","EditName","EditDate"
14533,"Jakphang",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14534,"Kongon",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14535,"Longching",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14536,"Longkhai",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14537,"Longmein",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14538,"Longwa",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14539,"Mohung",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14540,"Mon",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14541,"Mulung",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14542,"Ngangching",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14543,"Sang",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14544,"Shamnyuyanga",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14545,"Shanlang",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14546,"Shengha",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14547,"Shunyuo",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14548,"Sima",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14549,"Sowa",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14550,"Tableng",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14551,"Tabu",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14552,"Tamkhungnyuo",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14553,"Tang",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14554,"Tobunyuo",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14555,"Tolamleinyua",,"nbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14556,"Totok",,"nbe","nbe58","GRN / ROD","BM",4/1/2010 0:00:00
14558,"Kyo",,"njh",,"GRN / ROD","BM",4/1/2010 0:00:00
14559,"Kyon",,"njh",,"GRN / ROD","BM",4/1/2010 0:00:00
14560,"Kyong",,"njh",,"GRN / ROD","BM",4/1/2010 0:00:00
14561,"Kyou",,"njh",,"GRN / ROD","BM",4/1/2010 0:00:00
14562,"Live",,"njh",,"GRN / ROD","BM",4/1/2010 0:00:00
14563,"Ndreng",,"njh",,"GRN / ROD","BM",4/1/2010 0:00:00
14564,"Tsontsu",,"njh",,"GRN / ROD","BM",4/1/2010 0:00:00
14565,"Paomata",,"nbi",,"GRN / ROD","BM",4/1/2010 0:00:00
14569,"Laju",,"njb",,"GRN / ROD","BM",4/1/2010 0:00:00
14570,"Ponthai",,"njb",,"GRN / ROD","BM",4/1/2010 0:00:00
14571,"Totcha",,"njb",,"GRN / ROD","BM",4/1/2010 0:00:00
14572,"Naga, Ntenyi",,"nnl",,"GRN / ROD","BM",4/1/2010 0:00:00
14573,"Yongyasha",,"nph",,"GRN / ROD","BM",4/1/2010 0:00:00
14575,"Azonyu",,"nre",,"GRN / ROD","BM",4/1/2010 0:00:00
14576,"Keteneneyu",,"nre",,"GRN / ROD","BM",4/1/2010 0:00:00
14577,"Songbu",,"nbu",,"GRN / ROD","BM",4/1/2010 0:00:00
14578,"Kizare",,"nsa",,"GRN / ROD","BM",4/1/2010 0:00:00
14579,"Phelongre",,"nsa",,"GRN / ROD","BM",4/1/2010 0:00:00
14580,"Photsimi",,"nsa",,"GRN / ROD","BM",4/1/2010 0:00:00
14581,"Pirr",,"nsa",,"GRN / ROD","BM",4/1/2010 0:00:00
14582,"Purr",,"nsa",,"GRN / ROD","BM",4/1/2010 0:00:00
14583,"Thukumi",,"nsa",,"GRN / ROD","BM",4/1/2010 0:00:00
14584,"Dayang",,"nsm",,"GRN / ROD","BM",4/1/2010 0:00:00
14585,"Lazemi",,"nsm",,"GRN / ROD","BM",4/1/2010 0:00:00
14586,"Zhimomi",,"nsm",,"GRN / ROD","BM",4/1/2010 0:00:00
14587,"Zumomi",,"nsm",,"GRN / ROD","BM",4/1/2010 0:00:00
14588,"Khangoi",,"nmf",,"GRN / ROD","BM",4/1/2010 0:00:00
14589,"Khunggoi",,"nmf",,"GRN / ROD","BM",4/1/2010 0:00:00
14590,"Kupome",,"nmf",,"GRN / ROD","BM",4/1/2010 0:00:00
14591,"Phadang",,"nmf",,"GRN / ROD","BM",4/1/2010 0:00:00
14592,"Ukhrul",,"nmf",,"GRN / ROD","BM",4/1/2010 0:00:00
14593,"Gashan",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14594,"Have",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14595,"Hkaluk",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14596,"Khemsing",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14597,"Langshin",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14598,"Longri",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14599,"Lungchang",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14600,"Lungri",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14601,"Mawrang",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14602,"Moklum",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14603,"Myimu",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14604,"Ponthai",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14605,"Rongrang",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14606,"Ronrang",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14609,"Saukrang",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14610,"Taipi",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14611,"Tikhak",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14612,"Tulim",,"nst",,"GRN / ROD","BM",4/1/2010 0:00:00
14613,"Yogli",,"nst","nst24","GRN / ROD","BM",4/1/2010 0:00:00
14614,"Bor Muthun",,"nnp",,"GRN / ROD","BM",4/1/2010 0:00:00
14615,"Changnoi",,"nnp",,"GRN / ROD","BM",4/1/2010 0:00:00
14616,"Horu Muthun",,"nnp",,"GRN / ROD","BM",4/1/2010 0:00:00
14617,"Kulung Muthun",,"nnp",,"GRN / ROD","BM",4/1/2010 0:00:00
14618,"Chirr",,"yim",,"GRN / ROD","BM",4/1/2010 0:00:00
14619,"Minir",,"yim",,"GRN / ROD","BM",4/1/2010 0:00:00
14620,"Pherrongre",,"yim",,"GRN / ROD","BM",4/1/2010 0:00:00
14621,"Tikhir",,"yim","yim01","GRN / ROD","BM",4/1/2010 0:00:00
14622,"Wai",,"yim",,"GRN / ROD","BM",4/1/2010 0:00:00
14623,"Njauna",,"nzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14624,"Paren",,"nzm",,"GRN / ROD","BM",4/1/2010 0:00:00
14629,"Nahu",,"nca",,"GRN / ROD","BM",4/1/2010 0:00:00
14630,"Nahuatl Central",,"nhn",,"GRN / ROD","BM",4/1/2010 0:00:00
14634,"Nahuatl, Istmo-cosoleacaque",,"nhk",,"GRN / ROD","BM",4/1/2010 0:00:00
14635,"Nahuatl, Ixhuatlancillo",,"nlv",,"GRN / ROD","BM",4/1/2010 0:00:00
14637,"Nahuatl, Puebla Central",,"ncx",,"GRN / ROD","BM",4/1/2010 0:00:00
14640,"Zacatlan-ahuacatlan-tepetzintla Nahuatl",,"nhi",,"GRN / ROD","BM",4/1/2010 0:00:00
14641,"Nahuatl, Tlalitzlipa",,"nhi",,"GRN / ROD","BM",4/1/2010 0:00:00
14642,"Nakaela",,"nae",,"GRN / ROD","BM",4/1/2010 0:00:00
14644,"Nakama",,"nib",,"GRN / ROD","BM",4/1/2010 0:00:00
14645,"North Nakama",,"nib",,"GRN / ROD","BM",4/1/2010 0:00:00
14646,"South Nakama",,"nib","nib02","GRN / ROD","BM",4/1/2010 0:00:00
14647,"Losa",,"nak",,"GRN / ROD","BM",4/1/2010 0:00:00
14648,"Ubae",,"nak",,"GRN / ROD","BM",4/1/2010 0:00:00
14649,"Vere",,"nak","nak07","GRN / ROD","BM",4/1/2010 0:00:00
14656,"Okro",,"nss","nss01","GRN / ROD","BM",4/1/2010 0:00:00
14657,"Central Damara",,"naq",,"GRN / ROD","BM",4/1/2010 0:00:00
14658,"Gimsbok Nama",,"naq",,"GRN / ROD","BM",4/1/2010 0:00:00
14660,"Namidama",,"naq",,"GRN / ROD","BM",4/1/2010 0:00:00
14661,"Sesfontein Damara",,"naq","naq03","GRN / ROD","BM",4/1/2010 0:00:00
14662,"Buninga",,"nmk",,"GRN / ROD","BM",4/1/2010 0:00:00
14663,"Mataso",,"nmk",,"GRN / ROD","BM",4/1/2010 0:00:00
14664,"Tongariki Island",,"nmk",,"GRN / ROD","BM",4/1/2010 0:00:00
14665,"Tongoa Island",,"nmk","nmk04","GRN / ROD","BM",4/1/2010 0:00:00
14667,"Mamaindé",,"wmd",,"GRN / ROD","BM",4/1/2010 0:00:00
14669,"Tawanxte",,"xtw",,"GRN / ROD","BM",4/1/2010 0:00:00
14673,"Alatesu",,"nab",,"GRN / ROD","BM",4/1/2010 0:00:00
14674,"Galera",,"nab",,"GRN / ROD","BM",4/1/2010 0:00:00
14675,"Hahaintesu",,"nab",,"GRN / ROD","BM",4/1/2010 0:00:00
14676,"Khithaulhu",,"nab",,"GRN / ROD","BM",4/1/2010 0:00:00
14677,"Manduka",,"nab",,"GRN / ROD","BM",4/1/2010 0:00:00
14678,"Serra Azul",,"nab",,"GRN / ROD","BM",4/1/2010 0:00:00
14679,"Waikisu",,"nab",,"GRN / ROD","BM",4/1/2010 0:00:00
14680,"Wasusu",,"nab",,"GRN / ROD","BM",4/1/2010 0:00:00
14681,"Iauga",,"ncm",,"GRN / ROD","BM",4/1/2010 0:00:00
14682,"Tais",,"ncm",,"GRN / ROD","BM",4/1/2010 0:00:00
14686,"Batiwai",,"bwb",,"GRN / ROD","BM",4/1/2010 0:00:00
14687,"Nalea",,"bwb",,"GRN / ROD","BM",4/1/2010 0:00:00
14688,"Tubai",,"bwb","bwb02","GRN / ROD","BM",4/1/2010 0:00:00
14691,"Akani",,"gld",,"GRN / ROD","BM",4/1/2010 0:00:00
14692,"Birar",,"gld",,"GRN / ROD","BM",4/1/2010 0:00:00
14693,"Hezhen",,"gld",,"GRN / ROD","BM",4/1/2010 0:00:00
14694,"Kila",,"gld",,"GRN / ROD","BM",4/1/2010 0:00:00
14695,"Kuro-urmi",,"gld",,"GRN / ROD","BM",4/1/2010 0:00:00
14696,"Qileng",,"gld",,"GRN / ROD","BM",4/1/2010 0:00:00
14697,"Samagir",,"gld",,"GRN / ROD","BM",4/1/2010 0:00:00
14698,"Sunggari",,"gld",,"GRN / ROD","BM",4/1/2010 0:00:00
14699,"Torgon",,"gld",,"GRN / ROD","BM",4/1/2010 0:00:00
14700,"Ussuri",,"gld","gld06","GRN / ROD","BM",4/1/2010 0:00:00
14701,"Kumbule",,"nnb",,"GRN / ROD","BM",4/1/2010 0:00:00
14702,"Mate",,"nnb",,"GRN / ROD","BM",4/1/2010 0:00:00
14703,"Sanza",,"nnb",,"GRN / ROD","BM",4/1/2010 0:00:00
14704,"Shu",,"nnb",,"GRN / ROD","BM",4/1/2010 0:00:00
14705,"Swaga",,"nnb",,"GRN / ROD","BM",4/1/2010 0:00:00
14706,"Tangi",,"nnb",,"GRN / ROD","BM",4/1/2010 0:00:00
14707,"Yira",,"nnb",,"GRN / ROD","BM",4/1/2010 0:00:00
14708,"Nanggu",,"ngr",,"GRN / ROD","BM",4/1/2010 0:00:00
14709,"Nangikurrunggurr",,"nam",,"GRN / ROD","BM",4/1/2010 0:00:00
14710,"Ngenkiwumerri",,"nam",,"GRN / ROD","BM",4/1/2010 0:00:00
14711,"Tyemeri",,"nam","nam01","GRN / ROD","BM",4/1/2010 0:00:00
14714,"Napoletano",,"nap",,"GRN / ROD","BM",4/1/2010 0:00:00
14715,"Northern Calabrese-lucano",,"nap",,"GRN / ROD","BM",4/1/2010 0:00:00
14717,"Nar",,"npa",,"GRN / ROD","BM",4/1/2010 0:00:00
14718,"Phu",,"npa",,"GRN / ROD","BM",4/1/2010 0:00:00
14719,"Nala",,"nrz",,"GRN / ROD","BM",4/1/2010 0:00:00
14722,"Naro: |amkwe",,"nhr",,"Gerry Gutierrez","BM",7/19/2016 0:00:00
14724,"G!inkwe",,"nhr",,"GRN / ROD","BM",4/1/2010 0:00:00
14725,"G!okwe",,"nhr",,"GRN / ROD","BM",4/1/2010 0:00:00
14726,"N|hai-ntse'e",,"nhr",,"GRN / ROD","BM",4/1/2010 0:00:00
14727,"Qabekhoe",,"nhr",,"GRN / ROD","BM",4/1/2010 0:00:00
14728,"Tserekwe",,"nhr",,"GRN / ROD","BM",4/1/2010 0:00:00
14729,"Tsorokwe",,"nhr",,"GRN / ROD","BM",4/1/2010 0:00:00
14731,"Miri",,"nrm",,"GRN / ROD","BM",4/1/2010 0:00:00
14738,"Eastern Naskapi",,"nsk",,"GRN / ROD","BM",4/1/2010 0:00:00
14739,"Western Naskapi",,"nsk",,"GRN / ROD","BM",4/1/2010 0:00:00
14742,"Okoni",,"ntm",,"GRN / ROD","BM",4/1/2010 0:00:00
14743,"Tayari",,"ntm","ntm02","GRN / ROD","BM",4/1/2010 0:00:00
14746,"Ginaourou",,"nti",,"GRN / ROD","BM",4/1/2010 0:00:00
14747,"Kaouara-timba-sindou-koroni",,"nti",,"GRN / ROD","BM",4/1/2010 0:00:00
14749,"Naumik",,"nxa",,"GRN / ROD","BM",4/1/2010 0:00:00
14750,"Oso Moko",,"nxa",,"GRN / ROD","BM",4/1/2010 0:00:00
14754,"Dongfeng",,"nxq",,"GRN","BM",3/11/2014 0:00:00
14755,"Lijiang: Longko",,"nxq",,"GRN","BM",3/11/2014 0:00:00
14756,"Ninglang",,"nxq",,"GRN","BM",3/11/2014 0:00:00
14763,"Bitui",,"ncp",,"GRN / ROD","BM",4/1/2010 0:00:00
14764,"Ncha",,"ncp","ncp01","GRN / ROD","BM",4/1/2010 0:00:00
14765,"Ndam Dik",,"ndm",,"GRN / ROD","BM",4/1/2010 0:00:00
14766,"Ndam-ndam",,"ndm","ndm01","GRN / ROD","BM",4/1/2010 0:00:00
14768,"Undimeha",,"nnz",,"GRN / ROD","BM",4/1/2010 0:00:00
14769,"Ungameha",,"nnz","nnz02","GRN / ROD","BM",4/1/2010 0:00:00
14771,"Danda",,"ndc",,"GRN / ROD","BM",4/1/2010 0:00:00
14772,"Dondo",,"ndc",,"GRN / ROD","BM",4/1/2010 0:00:00
14773,"Garwe",,"ndc",,"GRN / ROD","BM",4/1/2010 0:00:00
14774,"Gova",,"ndc",,"GRN / ROD","BM",4/1/2010 0:00:00
14776,"Shanga",,"ndc","ndc08","GRN / ROD","BM",4/1/2010 0:00:00
14777,"Tonga",,"ndc",,"GRN / ROD","BM",4/1/2010 0:00:00
14782,"Nta",,"ndd",,"GRN / ROD","BM",4/1/2010 0:00:00
14784,"Avari",,"ndp",,"GRN / ROD","BM",4/1/2010 0:00:00
14785,"Membi",,"ndp",,"GRN / ROD","BM",4/1/2010 0:00:00
14787,"Balep",,"nbb",,"GRN / ROD","BM",4/1/2010 0:00:00
14792,"Ndonde",,"njd",,"GRN / ROD","BM",4/1/2010 0:00:00
14793,"Eunda Kolonkadhi",,"ndo",,"GRN / ROD","BM",4/1/2010 0:00:00
14794,"Kwaludhi",,"ndo",,"GRN / ROD","BM",4/1/2010 0:00:00
14795,"Ngandyera",,"ndo","ndo01","GRN / ROD","BM",4/1/2010 0:00:00
14798,"Hitadipa Nduga",,"ndx",,"GRN / ROD","BM",4/1/2010 0:00:00
14799,"Sinak Nduga",,"ndx",,"GRN / ROD","BM",4/1/2010 0:00:00
14801,"Epigi",,"nmd",,"GRN / ROD","BM",4/1/2010 0:00:00
14802,"Kanandjoho",,"nmd",,"GRN / ROD","BM",4/1/2010 0:00:00
14803,"Kuya",,"nmd",,"GRN / ROD","BM",4/1/2010 0:00:00
14804,"Nyani",,"nmd","nmd04","GRN / ROD","BM",4/1/2010 0:00:00
14811,"Nizovsk",,"neg",,"GRN / ROD","BM",4/1/2010 0:00:00
14812,"Verkhovsk",,"neg",,"GRN / ROD","BM",4/1/2010 0:00:00
14814,"Pinipel",,"nsn",,"GRN / ROD","BM",4/1/2010 0:00:00
14816,"East Nek",,"nif",,"GRN / ROD","BM",4/1/2010 0:00:00
14817,"West Nek",,"nif","nif02","GRN / ROD","BM",4/1/2010 0:00:00
14824,"Forest Yurak",,"yrk",,"GRN / ROD","BM",4/1/2010 0:00:00
14825,"Tundra Yurak",,"yrk","yrk02","GRN / ROD","BM",4/1/2010 0:00:00
14826,"Bajurali",,"npi",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
14827,"Darchulee",,"npi",,"ROD download, 11/2/2015","BM",11/4/2015 0:00:00
14833,"Citlang",,"new",,"GRN / ROD","BM",4/1/2010 0:00:00
14834,"Dolkhali",,"new",,"GRN / ROD","BM",4/1/2010 0:00:00
14835,"Sindhupalchok Pahri",,"new",,"GRN / ROD","BM",4/1/2010 0:00:00
14836,"Totali",,"new",,"GRN / ROD","BM",4/1/2010 0:00:00
14837,"Ngada",,"nxg",,"GRN / ROD","BM",4/1/2010 0:00:00
14838,"Ngada, Eastern",,"nea",,"GRN / ROD","BM",4/1/2010 0:00:00
14840,"Central Ngada",,"nxg",,"GRN / ROD","BM",4/1/2010 0:00:00
14841,"South Ngada",,"nxg",,"GRN / ROD","BM",4/1/2010 0:00:00
14844,"Ba'amang",,"nij",,"GRN / ROD","BM",4/1/2010 0:00:00
14845,"Kapuas",,"nij",,"GRN / ROD","BM",4/1/2010 0:00:00
14846,"Mantangai",,"nij",,"GRN / ROD","BM",4/1/2010 0:00:00
14847,"Pulopetak",,"nij",,"GRN / ROD","BM",4/1/2010 0:00:00
14850,"Apmisibil",,"szb",,"GRN / ROD","BM",4/1/2010 0:00:00
14852,"Sibil",,"szb","szb03","GRN / ROD","BM",4/1/2010 0:00:00
14853,"Kle",,"nmc",,"GRN / ROD","BM",4/1/2010 0:00:00
14854,"Kon Ngam",,"nmc",,"GRN / ROD","BM",4/1/2010 0:00:00
14855,"Ngam Gir Bor",,"nmc","nmc05","GRN / ROD","BM",4/1/2010 0:00:00
14856,"Ngam Tel",,"nmc",,"GRN / ROD","BM",4/1/2010 0:00:00
14857,"Ngam Tira",,"nmc",,"GRN / ROD","BM",4/1/2010 0:00:00
14858,"Bemar",,"sba",,"GRN / ROD","BM",4/1/2010 0:00:00
14859,"Benoye",,"sba",,"GRN / ROD","BM",4/1/2010 0:00:00
14860,"Kere",,"sba",,"GRN / ROD","BM",4/1/2010 0:00:00
14861,"Lara",,"sba",,"GRN / ROD","BM",4/1/2010 0:00:00
14862,"Murum",,"sba",,"GRN / ROD","BM",4/1/2010 0:00:00
14865,"Avam",,"nio",,"GRN / ROD","BM",4/1/2010 0:00:00
14866,"Khatang",,"nio",,"GRN / ROD","BM",4/1/2010 0:00:00
14868,"Dikota",,"ngd",,"GRN / ROD","BM",4/1/2010 0:00:00
14869,"Dikuta",,"ngd",,"GRN / ROD","BM",4/1/2010 0:00:00
14871,"Koumongou",,"gng",,"GRN / ROD","BM",4/1/2010 0:00:00
14872,"Motiem",,"gng",,"GRN / ROD","BM",4/1/2010 0:00:00
14875,"Bilinara",,"nbj",,"GRN / ROD","BM",4/1/2010 0:00:00
14876,"Guwidj",,"ung",,"GRN / ROD","BM",4/1/2010 0:00:00
14877,"Wilawila",,"ung",,"GRN / ROD","BM",4/1/2010 0:00:00
14878,"Wolyamidi",,"ung",,"GRN / ROD","BM",4/1/2010 0:00:00
14881,"Ngarndji",,"nji",,"GRN / ROD","BM",4/1/2010 0:00:00
14882,"Plain Angas",,"anc",,"GRN / ROD","BM",4/1/2010 0:00:00
14884,"Ngatik Mens Creole",,"ngm",,"GRN / ROD","BM",4/1/2010 0:00:00
14890,"Beo",,"agh",,"GRN / ROD","BM",4/1/2010 0:00:00
14891,"Buru",,"agh",,"GRN / ROD","BM",4/1/2010 0:00:00
14892,"Hanga",,"agh",,"GRN / ROD","BM",4/1/2010 0:00:00
14893,"Tungu",,"agh",,"GRN / ROD","BM",4/1/2010 0:00:00
14895,"Alatening",,"nge",,"GRN / ROD","BM",4/1/2010 0:00:00
14896,"Anyang",,"nge",,"GRN / ROD","BM",4/1/2010 0:00:00
14897,"Bagangu",,"nge",,"GRN / ROD","BM",4/1/2010 0:00:00
14898,"Mangkunge",,"nge",,"GRN / ROD","BM",4/1/2010 0:00:00
14899,"Mbrerewi",,"nge",,"GRN / ROD","BM",4/1/2010 0:00:00
14900,"Mbutu",,"nge",,"GRN / ROD","BM",4/1/2010 0:00:00
14902,"Njong",,"nge",,"GRN / ROD","BM",4/1/2010 0:00:00
14903,"Shomba",,"nge",,"GRN / ROD","BM",4/1/2010 0:00:00
14904,"Songwa",,"nge","nge09","GRN / ROD","BM",4/1/2010 0:00:00
14907,"Nghwele",,"cwe",,"GRN / ROD","BM",4/1/2010 0:00:00
14909,"Balatchi",,"nnh",,"GRN / ROD","BM",4/1/2010 0:00:00
14910,"Bamoungong",,"nnh",,"GRN / ROD","BM",4/1/2010 0:00:00
14911,"Batcham",,"nnh",,"GRN / ROD","BM",4/1/2010 0:00:00
14913,"Aheima",,"jle",,"GRN / ROD","BM",4/1/2010 0:00:00
14916,"Ngishe",,"nsh",,"GRN / ROD","BM",4/1/2010 0:00:00
14917,"Mise",,"nsh",,"GRN / ROD","BM",4/1/2010 0:00:00
14918,"Oshie",,"nsh",,"GRN / ROD","BM",4/1/2010 0:00:00
14921,"Babete",,"jgo",,"GRN / ROD","BM",4/1/2010 0:00:00
14922,"Bamendjinda",,"jgo",,"GRN / ROD","BM",4/1/2010 0:00:00
14923,"Bamendjo",,"jgo",,"GRN / ROD","BM",4/1/2010 0:00:00
14924,"Bamenkumbo",,"jgo",,"GRN / ROD","BM",4/1/2010 0:00:00
14925,"Bamesso",,"jgo",,"GRN / ROD","BM",4/1/2010 0:00:00
14927,"Babadjou",,"nla",,"GRN / ROD","BM",4/1/2010 0:00:00
14928,"Bamessingue",,"nla",,"GRN / ROD","BM",4/1/2010 0:00:00
14930,"Binja",,"ngc",,"GRN / ROD","BM",4/1/2010 0:00:00
14931,"Doko",,"ngc",,"GRN / ROD","BM",4/1/2010 0:00:00
14932,"Wiindza-baali",,"ngc",,"GRN / ROD","BM",4/1/2010 0:00:00
14934,"Ngumba",,"nmg",,"GRN / ROD","BM",4/1/2010 0:00:00
14936,"Mabi",,"nmg",,"GRN / ROD","BM",4/1/2010 0:00:00
14937,"Mvumbo",,"nmg",,"GRN / ROD","BM",4/1/2010 0:00:00
14938,"Ngumbi",,"nui",,"GRN / ROD","BM",4/1/2010 0:00:00
14939,"Asonga",,"nui",,"GRN / ROD","BM",4/1/2010 0:00:00
14940,"Bomudi",,"nui",,"GRN / ROD","BM",4/1/2010 0:00:00
14941,"Moganda",,"nui",,"GRN / ROD","BM",4/1/2010 0:00:00
14960,"Bako",,"ngn",,"GRN / ROD","BM",4/1/2010 0:00:00
14961,"Banya",,"ngn",,"GRN / ROD","BM",4/1/2010 0:00:00
14962,"Basa",,"ngn",,"GRN / ROD","BM",4/1/2010 0:00:00
14963,"Ikweri",,"ngn",,"GRN / ROD","BM",4/1/2010 0:00:00
14964,"Okorobi",,"ngn",,"GRN / ROD","BM",4/1/2010 0:00:00
14965,"Zang",,"ngn","ngn08","GRN / ROD","BM",4/1/2010 0:00:00
14966,"Nhang",,"pcc",,"GRN / ROD","BM",4/1/2010 0:00:00
14968,"Batu",,"nia",,"GRN / ROD","BM",4/1/2010 0:00:00
14971,"Camorta",,"ncb",,"GRN / ROD","BM",4/1/2010 0:00:00
14972,"Katchal",,"ncb",,"GRN / ROD","BM",4/1/2010 0:00:00
14973,"Trinkut",,"ncb",,"GRN / ROD","BM",4/1/2010 0:00:00
14975,"Condul",,"nik",,"GRN / ROD","BM",4/1/2010 0:00:00
14976,"Great Nicobar",,"nik",,"GRN / ROD","BM",4/1/2010 0:00:00
14977,"Little Nicobar",,"nik",,"GRN / ROD","BM",4/1/2010 0:00:00
14978,"Milo",,"nik",,"GRN / ROD","BM",4/1/2010 0:00:00
14980,"Niou",,"nie",,"GRN / ROD","BM",4/1/2010 0:00:00
14981,"Tchini",,"nie","nie02","GRN / ROD","BM",4/1/2010 0:00:00
14983,"Gabiano",,"gbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14984,"Meiyari",,"gbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14985,"Setiali",,"gbe",,"GRN / ROD","BM",4/1/2010 0:00:00
14987,"Iambi",,"nim",,"GRN / ROD","BM",4/1/2010 0:00:00
14988,"Bhuani",,"noe",,"GRN / ROD","BM",4/1/2010 0:00:00
14993,"Panatinani",,"nmw",,"GRN / ROD","BM",4/1/2010 0:00:00
14994,"Panawina",,"nmw",,"GRN / ROD","BM",4/1/2010 0:00:00
14995,"Sabari",,"nmw",,"GRN / ROD","BM",4/1/2010 0:00:00
14996,"Western Point",,"nmw","nmw06","GRN / ROD","BM",4/1/2010 0:00:00
14997,"Northern Ninam",,"shb",,"GRN / ROD","BM",4/1/2010 0:00:00
14998,"Southern Ninam","Südliches Ninam","shb","shb01","GRN / ROD","BM",4/1/2010 0:00:00
14999,"Daupka",,"nxr",,"GRN / ROD","BM",4/1/2010 0:00:00
15000,"Kasuwa",,"nxr",,"GRN / ROD","BM",4/1/2010 0:00:00
15007,"Niuafoou",,"num",,"GRN / ROD","BM",4/1/2010 0:00:00
15014,"Lukolwe",,"nka","nka05","GRN / ROD","BM",4/1/2010 0:00:00
15015,"Lushangi",,"nka",,"GRN / ROD","BM",4/1/2010 0:00:00
15016,"Mashasha",,"nka","nka06","GRN / ROD","BM",4/1/2010 0:00:00
15017,"Mbowela",,"nka",,"GRN / ROD","BM",4/1/2010 0:00:00
15019,"Shasha",,"nka","nka09","GRN / ROD","BM",4/1/2010 0:00:00
15021,"Elembe",,"nkw",,"GRN / ROD","BM",4/1/2010 0:00:00
15022,"Hamba",,"nkw",,"GRN / ROD","BM",4/1/2010 0:00:00
15023,"Kongola-meno",,"nkw",,"GRN / ROD","BM",4/1/2010 0:00:00
15024,"Lokalo",,"nkw",,"GRN / ROD","BM",4/1/2010 0:00:00
15025,"Ngongo",,"nkw",,"GRN / ROD","BM",4/1/2010 0:00:00
15026,"Saka",,"nkw",,"GRN / ROD","BM",4/1/2010 0:00:00
15029,"Fiyadikka",,"fia",,"GRN / ROD","BM",4/1/2010 0:00:00
15030,"Mahas",,"fia",,"GRN / ROD","BM",4/1/2010 0:00:00
15033,"Black Nogai",,"nog",,"GRN / ROD","BM",4/1/2010 0:00:00
15034,"Central Nogai",,"nog",,"GRN / ROD","BM",4/1/2010 0:00:00
15035,"White Nogai",,"nog",,"GRN / ROD","BM",4/1/2010 0:00:00
15037,"Kiari",,"nof",,"GRN / ROD","BM",4/1/2010 0:00:00
15039,"Cangin",,"snf",,"GRN / ROD","BM",4/1/2010 0:00:00
15040,"Padee",,"snf",,"GRN / ROD","BM",4/1/2010 0:00:00
15041,"Saawii",,"snf",,"GRN / ROD","BM",4/1/2010 0:00:00
15043,"Norra",,"nrr",,"GRN / ROD","BM",4/1/2010 0:00:00
15044,"Byabe",,"nrr",,"GRN / ROD","BM",4/1/2010 0:00:00
15045,"Kizolo",,"nrr",,"GRN / ROD","BM",4/1/2010 0:00:00
